text,SCORE,GRADE,name,matched_name,DBA,review_stars,bert_sentiment
Went on Saturday. Got a delicious latte and a pastry. Love it. Great owners. Great vibe. Will definitely be back soon!,10,A,WeVegan Cafe,WeVegan Cafe,WeVegan Cafe Inc.,5.0,POSITIVE
"My husband and I have different schedules. He's an early riser but I'm a late sleeper.  When I want breakfast he wants lunch. Dine or Dash was a perfect solution. 

I went with a traditional sausage and eggs. Not much you can do to ruin that. It was fine. Just what I was looking for. My husband had a very tasty Picadillo with Black Beans and Rice.

What makes this even better is they're there to serve breakfast after the other breakfast restaurants stop. The one criticism is that the self serve drink glasses are on the small side but you can refill at will.",36,C,Dine Or Dash,Dine Or Dash,Din3 Or Dash,4.0,POSITIVE
"Capricho is breakfast and lunch place. It has Dominican food all day with Saturday special to include seafood. It located at plaza's NW corner. A lot people came here for breakfast and sandwiches because of the affordable price. 

We got the Saturday special with seafood paella and the fried meat. The fried meat is very generous. The best thing is the numbers of type meat. It includes the ham, pork lion, sausage, fried cheese, chicken and plantains. It is good to share. The seafood paella has mussels, shrimp, octopus, squid. Both dishes are good. 

Check them it if you in Temple Terrace. It is good Dominican food.",27,B,Capricho’s,Capricho’s,Caprich0’s,4.0,POSITIVE
"As someone previously stated, do not come here if you're in a hurry. There is no method to how they take people's orders. I gave this place about 3 chances because it's close to work. Food and coffee is alright. I've had better in this area.",25,B,Pedro & Cary Cuban Cafe,Pedro & Cary Cuban Cafe,P3dro & Cary Cuban Caf3,2.0,POSITIVE
"I have been going to this location for over 15 years, could never eat at other Chinese restaurants because it didn't compare.  We moved out of the area over 6 months ago and was near this China Garden location passing through town and decided to order takeout to take home. I have to say I believe there is new ownership or new cooks because this was not the same food or se vice we have had over the last 15 years. If anybody can confirm please just post or reply. Food was not awful but not what I expected and definitely not as good as it used to be. This will be the first time I will try somewhere else to go.",15,B,China Garden,China Garden,China Garden Inc.,2.0,NEGATIVE
"Why 5 stars? Because this was a happy accident.

   ---   ---   ---

My girlfriend had never been to the famous Oxford Exchange, so we ventured on over to cross a restaurant off her bucket list. Unfortunately for some reason, Oxford Exchange had an insanely long hour wait on a Sunday afternoon. I guess I don't hang around this area enough to know how popular it really is. 

Luckily, the gf spotted OE Market while we were looking for parking, so we walked on over. I was a bit skeptical, based on the price for some of the juices in the cooler. Some of them were like $10-$20, which non-literally, left a bad taste in my mouth.

But I ordered the JR sandwich, because anything with red meat and horse radish is always going to be an obvious choice for me. The result? One of the best 2-3 sandwiches available in Tampa Bay. I just could not believe how perfect it was. 

And just like you'll find at the original OE, you can score the freshly cut, sweet potato ""chips,"" which are heavenly.

I didn't even know about OE Market before, and now I'm a disciple.

PS:

***You should know, this is mostly a take-out facility as there are only a few seats in the room.",1,A,O.E. Market,O.E. Market,O.E. M@rket,5.0,NEGATIVE
"We moved to Wesley Chapel in January and one of the selling points is the many many golf courses.  My hubby is an avid golfer and we also are an active family, so having full access to a course with unlimited golf and fitness was hugely appealing.  Additionally, there is a Kids Club where we get 2 hours included a day of childcare.

Right now (as of June 1st) the entire tennis athletic area is being renovated. They are adding a small put put course, water slide and splash pad.  They are gutting the restaurant and adding a brick over pizza option to the grille and putting in cabanas around the pool, which is heated year round.

Because we are under 40, we get a special rate and for us, it is worth it, especially with the social aspect. There are nightly specials at Fazios, they just redid the menu and the staff is amazing.

It is also VERY family friendly which makes it nice since our kiddos are super young and a bit obnoxious.  We like that it has a ""Cheers"" feel at the bar, and familiar faces are always around.  We hope to be able to make friends and grow business network connections as well as enjoy lots of fun activities all summer long.  

I would say the one thing I would like to see is a bit better wine list on the main menu, but outside of that, it is wonderful.  And, of course, we are impatiently waiting for construction to be done at the TAC so we can take full advantage of our membership.  If you are looking for a club and do the golf level, you'll have access to 4 other clubs in the area as well.  We typically don't utilize this but we do enjoy our time at HG.

If you have questions message me!",19,B,Hunter's Green Country Club,Hunter's Green Country Club,Hunter's Green Country Club,4.0,NEGATIVE
"Great spot for breakfast and lunch....don't let the appearance of this place scare you away, food has been great every time I have visited. Prices are very reasonable. Fast and Friendly service as well.",23,B,Frank's Sandwich Shop,Frank's Sandwich Shop,frank's sandwich shop,5.0,POSITIVE
"The only legitimate, fresh and clean sushi spot I've found in Tampa! Quality totally up to par, foods amazing and delicious and the restaurant itself is very cute and traditional, love this place.",18,B,Samurai Blue,Samurai Blue,Samurai Blue,5.0,POSITIVE
"Went on a weekday with my boyfriend. There's no direction of where to sit when you walk in. Service staff is milling around hanging out with each other and could really care less if you're there. We asked if we could sit at one of the tables, to which we were told not that section. Asked how about the other section, told no on that too. Got the impression we were not wanted there. My boyfriend, frustrated, asked ok where would you like us to sit and the dingbat blank stares at him like he's the one with issues. Suffice to say, we left. The service staff is horrible here and there doesn't appear to be any leadership or management. Weird place. No problem. We'll not return.",21,B,The Brass Tap,The Brass Tap,The Brass Tap,1.0,NEGATIVE
"This is only my second experience eating at a Columbian restaurant,  so bear with me as I learn more about the food and what to order.
I ordered the combination plate which came with a salad, a big mound of white rice, a corn cake, a grilled hanger steak, plantains, a chorizo sausage and what looked like a blood sausage, but wasn't.
Ok, like I said I need to learn how to order, next to me were beautiful shrimp and specialty rice, on the other side some yummy looking cheese dish.
First all my food was great and well prepared. The restaurant itself is beautiful with wall murals and homemade pottery. I dined with a table of fellow YELPER'S,  so that is always fun.
My expectations were off about the Columbian food. I expected the sausages to be spicy or have some kick and that just wasn't on my plate. The salad and rice were naked...no toppings or dressings. There is nothing wrong with this, once again my expectations were nust plain wrong. 
I enjoyed the  meats and nice caramelized plantains very much. Personally I felt the naked rice and salad were a waste as I never eat them like that. I am learning about Columbian food and learned  last night from my fellow YELPER'S things that will help me in ordering better choices the next time.
The restaurant is great and I heard no complaints from anyone about their food.  Unfortunately due to my lack of knowledge and poor ordering, I have to take away a star. I am quite sure on a return visit I will be able to give that extra star.
What's a girl to do? Learn more about different cultures and their food.",33,C,La Gran Colombia,La Gran Colombia,La Gran Colombia Inc.,3.0,POSITIVE
