text,SCORE,GRADE,name,matched_name,DBA,review_stars
"Absolutely LOVE this new addition to Ybor.  Ybor beverage company offers coffee, tea, wine, and beer, as well as yummy bites. The interior is stunning, offering athletically please couches and chairs, tables, and a beautiful stone bar to sit at. 

It's a great place to hang out with friends or come do some work with a nice & relaxed ambiance. The staff is friendly and want to engage with you which you don't see too often in coffee shops. I would recommend the the berries and cream cheese toast paired with a Cabernet, you will not be disappointed!",32,C,Ybor Beverage Company,Ybor Beverage Company,Ybor Bever@ge Comp@ny,5.0
"I don't know why I randomly decided to stop by this place on my way home, I guess the ""vegan options"" sign outside intrigued me because I've been wanting to try more vegan things recently. I didn't even know what kind of a restaurant this was (now I know it's middle eastern) but a young man was very helpful and bought me into the restaurant and gave me the menu to look at. 

The restaurant was completely empty (which usually I would run a mile) but I decided to look at the menu anyways. I didn't understand what any of it was and I was going to turn and walk out, but the young man helped me a lot and was very knowledgeable and friendly which put me at ease and explained what everything was and asked what kind of food I liked etc. I went with the ""Shawarma"" which is ""Young boneless chicken marinated and cooked slowly on a vertical grill"". (Not vegan at all but whatever lol)  I got it in a pita bread. 

I did not check my food before I left the restaurant but I wish I did because I did not realize that not only was it the chicken, but a bunch of tomatoes, cucumbers and mushrooms (which I hate) so that kind of annoyed me that not anywhere on the menu, or was I told that was going to be inside. So I had to scoop all of that away and then eat. Honestly I didn't love the taste, it tasted very strongly of turmeric to me. I most likely won't be back here mainly because I just don't think it's the type of food I'm into.

The restaurant itself was spacious, a lot of seating. I can't compare it to any other middle eastern restaurants as this is the first one I've ever been to but they had a lot of hummus on the menu if you like hummus! The place is on Howard so it has street parking outside, luckily I got a space because it's usually full.",2,A,Mana Mana Fresh Falafel & Grill,Mana Mana Fresh Falafel & Grill,Mana Mana Fresh Falafel & Grill Inc.,4.0
I really liked this place. The decor is simple but the food was really good. Their menu is diverse and covers different cuisines from American to Arabic. I had the Philly cheesesteak which was excellent. I recommend checking it out. I will definitely plan on coming back here in the future as a return customer hopefully. Thanks for a great meal!,6,A,Nubia Philly Steak & Pizza,Nubia Philly Steak & Pizza,Nubia Philly Steak & Pizza,5.0
"Titus was great. Very friendly, compared to some bartenders in other parts. Had the fish tacos, very good. Plenty of flavor. Husband had the club. Big sandwich. He really enjoyed it.",6,A,Pool Bar & Grill - Seminole Hard Rock Tampa,Pool Bar & Grill - Seminole Hard Rock Tampa,Pool Bar & Grill - Seminole Hard Rock Tampa Inc.,4.0
"So My brother suggested for us to go there for lunch. We had the liver pate,and beet salad which 
by them selves where outstanding,but the thing that rocked the foodie in me was the Ruben. The rye bread was perfectly toasted,the dressing was enough to taste but not to much,the sauerkraut was crisp and fresh. But ohh the star of it was the corned beef piled high and and fall apart good. 
Next time I go will be trying the pastrami on rye. 
As far as the interior was clean and well kept. Bathroom had old comic book pages as wall paper. 
Loved it. Nice art work on the walls,and staff all polite and willing to help with suggestions but not to pushy. Great overall experience. No down fall in it or the food. HIGHLY suggest going there",37,C,Cass Street Deli,Cass Street Deli,C@ss Street Deli,5.0
"I would have given 4 stars but 2 employees were not wearing masks. To each their own during their personal time, but I definitely think employees should be wearing masks while making food for the public. COVID or not, wearing a mask is clean and considerate of patrons.",39,C,Jimmy's Tacos,Jimmy's Tacos,Jimmy's Tacos Inc.,3.0
"Being on a low carb diet kind of sucks... no rice, no noodle, no beans, none of the usual dessert choices, lol! And there are really very few places to go out to where you can just order something and enjoy it without substituting a lot of the flavor away.

I messaged Banh Mi House a couple of days ago about low carb options, and Ahn L (owner) said no problem... do a salad bowl with no noodles or rice.

So tonight we went to Banh Mi House! And will be back, hopefully often! The staff is wonderful, friendly and very helpful (even to the point of them reading some labels to find us the lowest carb salad dressing that they had, which I did not even ask them to do. They just did it! Awesome, right?)

Food... we (my girlfriend and I shared a bowl of Beef Pho (no noodles) and it was very tasty. You could taste the broth, and the various spices that make it good Pho! 

We both had the grilled pork bowls with a salad base, and they were huge. Very fresh crunchy veggies, tasty pickled veggies (very fresh and tart / sweet), and lots of meat and salad. So good! The fish sauce that was served to top it was delicious... a good balance of flavors. The other dressing they brought us was also yummy, and an excellent counterpoint to the fish sauce.

If you like Vietnamese food... you will like it here! If you have not had Vietnamese food, you owe it to yourself to try it.. and I do recommend Bahn Mi House as a place to start. 

The Bahn Mi Sandwiches I saw others eating looked wonderful, as did the Spring Rolls! 

Highly recommended!",29,C,Banh Mi House,Banh Mi House,B@nh Mi House,5.0
The food here is amazing. I went to Tampa recently and the food is high quality food. I loved the lamb burger and my friend got the turkey burger. Everything was delicious and fresh. I can't wait to go back during my upcoming Tampa trip. Highly recommend! You won't be disappointed.,16,B,The Humble Butternut,The Humble Butternut,the humble butternut,5.0
Truly enjoyed the food and atmosphere here. So glad we're getting places like this in Tampa.,4,A,The C House,The C House,The C House Inc.,5.0
"I would absolutely recommend this restaurant. My biggest tip? Stick with the seafood.

Our waiter, Raymond, was great. Quite attentive without being constantly involved in our conversation. My water was magically filled without me noticing, which is exactly how it should be. He also had great recommendations throughout the menu which was helpful. Bravo for the service.

We had the crab cake for an appetizer. This was hands down one of the best crab cakes I've ever had. When they say there's no filler, there's honestly no filler. It was fantastic. 

I ordered the sea bass which was wonderful. Steamed perfectly Hong Kong style in a light soy broth that wasn't too overpowering the way some soy sauces have a tendency of being. It was well paired. We had Broccolini and the Truffles Mac and Cheese as sides. I would recommend both, but I'd probably try a different veggie next time. It was great, but not spectacular. Mac and Cheese is a definite yes.

My husband had the Tamahawk steak which was amazing to look at. What a statement. While it was cooked a perfect medium-rare, (a difficult task for a steak that large, kudo's to the chef) and looked like it would taste amazing, there are other places in town to get steak which, in my opinion, are better. I'd rather spend the $70 at Bern's and get a fantastic piece of meat than $70 here and it be passable.

The Godiva Chocolate Cake and Ice Cream was yummy, but I'd try something different next time. It's a great chocolate cake (and large enough to share) but kindof typical. 

We had a night cap at the bar and listened to a jazz trio. They were great. I'd come back just for a late night cocktail and music any night.

The seafood dishes were fantastic. The meat, a little left to be desired. A wonderful experience in all. Would highly recommend.",12,A,Eddie V's Prime Seafood,Eddie V's Prime Seafood,Eddie V's Prime Seafood Inc.,4.0
